tanggal,PM2.5,PM10,SO2,NO2,CO,O3
30/03/2013,70,98,42,63,2099,20
30/03/2013,64,91,42,64,2299,19
30/03/2013,64,96,42,61,2399,18
30/03/2013,64,91,42,62,2399,16
30/03/2013,76,130,42,75,2600,8
30/03/2013,75,116,42,63,2299,18
30/03/2013,76,123,42,66,2200,20
30/03/2013,72,101,42,54,2000,45
30/03/2013,72,101,42,54,1899,68
30/03/2013,85,112,42,44,2000,71
30/03/2013,88,123,42,48,2000,72
30/03/2013,95,137,42,49,2000,77
30/03/2013,95,137,42,49,1700,89
30/03/2013,97,126,42,41,1600,94
30/03/2013,106,150,42,46,1700,84
30/03/2013,97,125,34,45,1200,74
30/03/2013,92,116,26,44,1100,68
30/03/2013,88,110,20,46,1000,57
30/03/2013,88,110,20,46,1000,52
30/03/2013,96,100,17,40,900,54
30/03/2013,99,99,17,42,1000,47
31/03/2013,83,97,15,46,1000,38
31/03/2013,90,103,15,51,1000,31
31/03/2013,94,102,14,51,1000,27
31/03/2013,95,97,14,55,1100,20
31/03/2013,111,98,14,57,1000,19
31/03/2013,101,88,13,48,1000,23
31/03/2013,87,90,12,44,1000,22
31/03/2013,86,104,12,42,1000,20
31/03/2013,86,104,12,42,1000,15
31/03/2013,118,172,12,49,1200,12
31/03/2013,118,172,12,49,1300,10
31/03/2013,160,208,15,53,1399,8
31/03/2013,172,217,15,52,1399,9
31/03/2013,192,220,17,52,1500,10
31/03/2013,174,200,20,52,1500,13
31/03/2013,198,215,20,56,1399,12
31/03/2013,200,217,20,58,1399,13
31/03/2013,170,184,18,56,1399,10
31/03/2013,170,184,18,56,1500,11
31/03/2013,202,212,19,61,1700,8
31/03/2013,222,276.5,17,68,1800,5
31/03/2013,216,262,20,69,1800,4
31/03/2013,223,256,22,70,1899,4
31/03/2013,223,250,22,70,2000,4
01/04/2013,223,269,20,68,1899,3
01/04/2013,223,262,26,71,2000,3
01/04/2013,210,231,27,72,2100,3
01/04/2013,223,258,29,72,2200,3
01/04/2013,223,258,29,72,2299,3
01/04/2013,223,248,24,69,2399,3
01/04/2013,223,248,24,69,2500,4
01/04/2013,223,260,30,69,2200,6
01/04/2013,44,27,28,50,1100,31
01/04/2013,45,27,28,51,966.6666667,51.1938
01/04/2013,18,140,16.2792,23.8148,833.3333333,52.0506
01/04/2013,26,90,17,22,700,56
01/04/2013,34,75,16,18,800,71
01/04/2013,40,62,16,16,900,91
01/04/2013,31,152,13,14,700,98
01/04/2013,32,152,12,12,2100,107
01/04/2013,32,41,12,12,700,107
01/04/2013,34,41,10,14,600,107
01/04/2013,27,42,7,16,500,103
01/04/2013,21,24,4,14,400,91
01/04/2013,15,23,5,10,300,93
01/04/2013,10,16,3,6,300,96
01/04/2013,7,8,3,6,300,95
01/04/2013,7,8,3,6,300,90
02/04/2013,9,9,8,12,300,81
02/04/2013,9,10,4,12,300,79
02/04/2013,6,7,3,9,300,82
02/04/2013,6,7,3,9,400,52
02/04/2013,9,24,7,47,400,36
02/04/2013,6,14,13,32,500,48
02/04/2013,11,28,14,37,600,40
02/04/2013,24,55,25,70,1000,8
02/04/2013,30,48,20,53,800,21
02/04/2013,30,48,20,53,700,40
02/04/2013,31,63,18,39,750,53.9784
02/04/2013,52,80,23,51,800,57
02/04/2013,55,70,21,44,800,80
02/04/2013,85,110,26,58,1200,92
02/04/2013,135,144,31,62,1500,107
02/04/2013,134,155,28,43,1399,157
02/04/2013,132,167,32,32,1300,170
02/04/2013,126,179,37,35,1200,157
02/04/2013,127,179,37,35,1500,143
02/04/2013,152,227,42,68,1700,107
02/04/2013,152,228,42,69,1800,55
02/04/2013,159,230,42,98,2000,27
02/04/2013,165,224,42,114,1600,67
02/04/2013,136,182,42,43,1500,81
03/04/2013,136,182,42,43,1899,28
03/04/2013,160,209,36,117,2200,7
03/04/2013,160,209,36,117,1399,50
03/04/2013,121,154,33,55,1349.5,46.5
03/04/2013,121,154,33,55,1300,43
03/04/2013,121,151,26,51,1399,38
03/04/2013,125,165,26,52,1399,39
03/04/2013,132,192,22,75,1800,16
03/04/2013,168,273,42,103,2299,8
03/04/2013,168,272,42,102,1800,19
03/04/2013,178,258,42,100,1700,35
03/04/2013,178,258,42,100,1399,68
03/04/2013,125,168,30,42,1000,112
03/04/2013,109,180,28,35,900,129
03/04/2013,153,239,42,42,1399,156
03/04/2013,218,276.5,42,69,2750,144
03/04/2013,141,276.5,42,38,1800,150
03/04/2013,112,250,42,36,1399,143
03/04/2013,112,250,42,36,1100,116
03/04/2013,75,152,30,41,900,103
03/04/2013,72,129,26,38,800,100
03/04/2013,57,110,21,44,700,77
03/04/2013,57,110,21,44,600,60
03/04/2013,47,112,16,67,800,34
04/04/2013,47,112,16,67,900,21
04/04/2013,60,107,22,81,900,9
04/04/2013,44,82,25,67,1000,31
04/04/2013,35,66,42,51,1300,54
04/04/2013,28,56,42,40,1399,62
04/04/2013,28,56,42,40,1399,63
04/04/2013,33,55,39,38,1300,60
04/04/2013,33,59,32,44,1100,57
04/04/2013,37,70,40,43,1300,61
04/04/2013,36,73,36,43,1200,61
04/04/2013,51,92,42,50,1600,54
04/04/2013,50,95,42,58,1800,46
04/04/2013,64,106,42,56,1899,48
04/04/2013,64,106,42,56,1899,34
04/04/2013,57,76,26,63,1800,30
04/04/2013,58,68,18,59,1800,34
04/04/2013,63,66,16,61,1800,29
04/04/2013,82,83,17,81,2200,13
04/04/2013,82,83,17,81,2200,14
04/04/2013,71,84,14,88,2299,2
04/04/2013,72,84,15,84,2299,2
04/04/2013,72,84,15,84,2200,5
04/04/2013,84,86,12,81,2200,2
04/04/2013,83,84,12,67,2299,4
05/04/2013,83,84,12,67,2299,2
05/04/2013,95,85,11,64,2299,2
05/04/2013,108,86,10,65,2299,2
05/04/2013,108,75,10,65,2299,2
05/04/2013,104,66,7,58,2200,2
05/04/2013,101,70,8,58,2399,2
05/04/2013,101,77,8,58,2500,2
05/04/2013,110,87,6,55,2399,2
05/04/2013,97,110,8,50,2299,4
05/04/2013,146,110,15,55,2399,8
05/04/2013,146,132,15,55,2600,7
05/04/2013,157,31,26,66,900,37
05/04/2013,14,25,14,20,500,59
05/04/2013,14,25,14,20,500,67
05/04/2013,18,21,8,15,500,73
05/04/2013,18,20,8,15,400,76
05/04/2013,5,22,5,16,400,72
05/04/2013,5,22,5,16,400,76
05/04/2013,3,14,4,17,400,87
05/04/2013,8,24,3,8,400,90
05/04/2013,11,18,3,7,400,92
05/04/2013,11,18,3,7,400,88
05/04/2013,8,14,3,9,400,86
05/04/2013,6,8,3,8,400,82
06/04/2013,3,8,3,10,400,83
06/04/2013,3,9,3,7,400,81
06/04/2013,4,6,3,7,400,77
06/04/2013,3,6,3,9,400,73
06/04/2013,3,6,3,11,500,58
06/04/2013,3,9,6,19,500,52
06/04/2013,11,13,9,23,600,44
06/04/2013,14,18,11,29,600,45
06/04/2013,11,22,14,29,600,57
06/04/2013,17,22,14,22,500,67
06/04/2013,16,17,10,17,400,78
06/04/2013,12,21,9,14,400,84
06/04/2013,6,16,9,13,400,83
06/04/2013,13,14,10,14,400,92
06/04/2013,4,10,7,11,400,99
06/04/2013,8,9,3,7,400,99
06/04/2013,5,9,3,9,400,98
06/04/2013,4,15,3,11,400,99
06/04/2013,14,18,5,11,400,97
06/04/2013,8,25,5,13,500,80
06/04/2013,19,41,5,26,700,48
06/04/2013,39,64,6,55,700,39
06/04/2013,39,64,6,55,700,43
06/04/2013,40,70,9,50,700,37
07/04/2013,42,70,11,54,800,26
07/04/2013,43,74,10,62,600,45
07/04/2013,35,52,8,32,600,45
07/04/2013,36,48,8,32,550,36.5
07/04/2013,36,48,8,32,500,28
07/04/2013,38,64,9,66,1100,10
07/04/2013,58,102,11,66,2750,2
07/04/2013,90,143,24,77,2500,10
07/04/2013,78,115,34,67,2100,28
07/04/2013,69,97,42,53,1800,39
07/04/2013,66,96,42,48,1733.333333,46.2672
07/04/2013,3,102,42,47,1666.666667,54.6336
07/04/2013,59,112,42,46,1600,63
07/04/2013,89,112,42,44,1200,71
07/04/2013,90,107,39,41,900,79
07/04/2013,90,109,38,45,800,84
07/04/2013,96,118,38,55,900,77
07/04/2013,109,114,40,62,1000,70
07/04/2013,107,152,42,73,1100,55
07/04/2013,84,136,42,61,900,57
07/04/2013,95,139,42,61,1100,50
07/04/2013,110,182,35,54,1000,54
07/04/2013,60,182,14,24,700,68
07/04/2013,60,28,14,24,800,62
08/04/2013,60,28,12,25,700,63
08/04/2013,51,30,10,18,600,61
08/04/2013,28,31,9,16,700,32
08/04/2013,41,48,10,42,400,53
08/04/2013,47,97,8,36,300,76
08/04/2013,39,215,4,15,300,83
08/04/2013,20,144,5,12,300,86
08/04/2013,20,140,5,9,300,86
08/04/2013,15,141,4,15,300,81
08/04/2013,15,141,4,15,400,79
08/04/2013,15,138,8,15,300,81
08/04/2013,14,171,8,15,400,82
08/04/2013,14,150,7,13,300,86
08/04/2013,14,150,7,12,300,90
08/04/2013,6,146,5,10,300,88
08/04/2013,11,168,4,11,300,90
08/04/2013,10,141,3,11,300,89
08/04/2013,10,141,3,11,300,87
08/04/2013,14,141,3,13,300,88
08/04/2013,14,148,3,12,300,87
08/04/2013,19,122,3,13,300,88
08/04/2013,17,90,3,11,300,87
08/04/2013,15,102,3,11,300,91
08/04/2013,16,127,3,7,300,93
09/04/2013,14,74,3,5,300,92
09/04/2013,9,78,3,6,300,86
09/04/2013,7,42,3,10,300,85
09/04/2013,7,28,3,11,300,90
09/04/2013,10,31,3,9,300,86
09/04/2013,9,26,3,11,300,85
09/04/2013,10,23,4,12,300,93
09/04/2013,10,24,5,9,300,89
09/04/2013,11,25,4,13,300,86
09/04/2013,15,31,4,17,300,92
09/04/2013,8,30,4,13,300,90
09/04/2013,6,35,5,14,300,91
09/04/2013,6,35,5,14,300,97
09/04/2013,8,34,4,10,300,99
09/04/2013,19,33,3,14,300,95
09/04/2013,16,24,3,9,300,98
09/04/2013,16,25,3,10,300,96
09/04/2013,12,37,3,19,400,86
09/04/2013,19,26,3,23,400,85
09/04/2013,19,26,3,23,300,97
09/04/2013,13,18,3,13,400,91
09/04/2013,13,22,3,15,400,87
09/04/2013,12,20,3,16,400,90
09/04/2013,11,19,3,13,300,94
10/04/2013,5,17,3,8,300,83
10/04/2013,6,10,3,15,400,30.4164
10/04/2013,14,22,7,59,500,14.1372
10/04/2013,15,29,9,74,500,26.5608
10/04/2013,17,27,16,62,700,36.414
10/04/2013,13,26,19,50,700,42.4116
10/04/2013,14,25,12,41,600,48.195
10/04/2013,12,24,14,36,700,40.0554
10/04/2013,15,34,15,30,600,58.6908
10/04/2013,18,28,11,22,500,72.3996
10/04/2013,18,27,11,22,400,86.3226
10/04/2013,12,25,8,14,400,87.3936
10/04/2013,10,20,4,8,300,96.39
10/04/2013,17,32,4,10,300,92.5344
10/04/2013,17,31,3,10,300,90.3924
10/04/2013,14,31,3,11,300,94.0338
10/04/2013,13,16,3,9,300,92.9628
10/04/2013,8,23,3,10,300,90.1782
10/04/2013,14,23,4,13,400,85.4658
10/04/2013,15,23,7,17,400,78.8256
10/04/2013,12,26,5,22,500,73.2564
10/04/2013,22,39,12,33,600,56.3346
10/04/2013,24,37,9,44,600,36.8424
10/04/2013,24,38,10,45,900,19.278
11/04/2013,36,51,12,60,700,27.4176
11/04/2013,29,37,9,53,400,46.2672
11/04/2013,14,31,5,31,400,32.5584
11/04/2013,15,30,5.4264,41,450,28.917
11/04/2013,14,26,5,41,500,25.2756
11/04/2013,15,29,9,53.9939,600,15.6366
11/04/2013,19,30,14,54,700,15.4224
11/04/2013,17,27,16,61,700,24.2046
11/04/2013,17,36,19,59,600,46.9098
11/04/2013,15,32,16,39,500,73.899
11/04/2013,17,23,10,19,300,82.467
11/04/2013,14,32,5,12,300,90.6066
11/04/2013,13,32,3,7,250,99.8172
11/04/2013,12,24,3,6,200,101.3166
11/04/2013,11,36,3,5,200,101.3166
11/04/2013,5,21,1.1424,5.1325,200,102.816
11/04/2013,7,16,3,5,200,103.887
11/04/2013,7,16,3,5,200,102.816
11/04/2013,8,22,3,10,300,98.3178
11/04/2013,8,24,4,13,300,91.8918
11/04/2013,8,24,3,13,300,86.751
11/04/2013,21,38,8,37,700,58.905
11/04/2013,37,75,18,81,700,11.3526
11/04/2013,27,55,11,67,700,18.207
12/04/2013,27,55,11,67,500,54.621
12/04/2013,15,52,4,19,400,57
12/04/2013,16,45,4,23,400,52
12/04/2013,15,44,3,23,400,43
12/04/2013,15,32,3,32,400,43
12/04/2013,20,34,3,29,400,41
12/04/2013,21,33,3,30,700,24
12/04/2013,20,54,6,46,1100,6
12/04/2013,38,99,18,68,1100,9
12/04/2013,52,125,20,77,900,9
12/04/2013,51,124,19,76,700,19
12/04/2013,50,101,16,76,650,29.5596
12/04/2013,54,99,18,58,600,46
12/04/2013,57,94,19,49,600,62
12/04/2013,56,90,16,54,700,65
12/04/2013,65,109,16,68,700,68
12/04/2013,64,104,17,58,700,88.6788
12/04/2013,52,94,18,27,700,124.236
12/04/2013,64,127,20,46,700,97
12/04/2013,84,146,21,87,900,41
12/04/2013,76,119,17,72,900,55
12/04/2013,78,106,15,64,800,53
12/04/2013,69,115,16,70,900,39
12/04/2013,67,111,14,43,700,57
13/04/2013,62,98,15,34,600,60
13/04/2013,64,108,16,54,900,36
13/04/2013,64,99,15,50,800,33
13/04/2013,64,99,15,50,700,41
13/04/2013,55,99,12,30,700,41
13/04/2013,58,93,13,47,900,22
13/04/2013,57,93,12,39,700,26
13/04/2013,62,102,15,46,700,20
13/04/2013,62,102,15,46,1300,10
13/04/2013,80,156,22,82,1100,14
13/04/2013,86,154,23,80,1000,31
13/04/2013,62,126,19,50,700,55
13/04/2013,19,75,5,8,300,83
13/04/2013,17,57,6,9,300,86
13/04/2013,25,80,5,13,300,88
13/04/2013,17,112,8,17,400,86
13/04/2013,17,111,8,16,400,88
13/04/2013,15,21,4,11,300,93
13/04/2013,10,81,4,22,300,82
13/04/2013,9,46,3,14,300,86
13/04/2013,11,48,3,14,300,89
13/04/2013,8,56,4,13,300,90
13/04/2013,10,31,3,8,300,91
13/04/2013,3,15,3,4,200,94
14/04/2013,3,14,3,2,200,96
14/04/2013,8,12,3,3,200,94
14/04/2013,3,9,3,4,200,91
14/04/2013,5,12,3,8,300,84
14/04/2013,4,8,3,2,200,91
14/04/2013,4,9,3,2,200,92
14/04/2013,8,12,3,2,200,89
14/04/2013,7,21,7,8,200,82
14/04/2013,6,22,3,7,300,83
14/04/2013,5,18,4,7,300,86
14/04/2013,5,17,4,6,300,83
14/04/2013,7,21,5,12,300,82
14/04/2013,11,27,5,14,500,76
14/04/2013,52,130,19,31,600,83
14/04/2013,50,117,16,24,500,97
14/04/2013,43,120,16,21,500,109
14/04/2013,50,142,16,20,500,120
14/04/2013,54,148,15,22,500,115
14/04/2013,49,154,20,29,500,102
14/04/2013,56,158,23,35,500,95
14/04/2013,56,158,23,35,600,91
14/04/2013,58,155,18,35,600,73
14/04/2013,53,146,16,43,600,60
14/04/2013,60,144,16,47,700,54
15/04/2013,79,178,18,69,900,28
15/04/2013,70,157,20,62,1000,29
15/04/2013,65,137,20,59,1000,28
15/04/2013,64,129,16,55,1000,19.5
15/04/2013,64,128,15,55,1000,11
15/04/2013,75,154,15,77,1000,6
15/04/2013,75,154,15,77,1100,4
15/04/2013,70,150,18,78,1100,13
15/04/2013,70,151,27,61,1200,20
15/04/2013,67,123,40,56,1000,46
15/04/2013,67,126,42,61,1000,50
15/04/2013,76,132,42,60,1100,61
15/04/2013,76,129,42,56,1100,76
15/04/2013,79,145,42,53,1399,90
15/04/2013,89,168,42,45,1500,115
15/04/2013,88,167,42,44,1399,126
15/04/2013,93,181,42,42,1600,138
15/04/2013,112,223,42,48,1700,132
15/04/2013,112,223,42,48,1700,133
15/04/2013,115,227,42,45,800,113
15/04/2013,69,180,21,28,600,96
15/04/2013,55,156,20,25,800,89
15/04/2013,54,156,20,25,900,79
15/04/2013,55,139,24,31,1000,72
16/04/2013,54,140,37,30,1300,73
16/04/2013,53,140,36,29,1200,75
16/04/2013,59,117,42,28,1200,74
16/04/2013,66,138,42,73,1200,31
16/04/2013,65,137,42,73,1200,31
16/04/2013,56,145,32,58,1200,39
16/04/2013,63,163,27,74,1200,12
16/04/2013,63,162,26,73,1200,9
16/04/2013,81,157,34,46,1100,41
16/04/2013,62,115,27,33,800,51
16/04/2013,25,94,18,24,400,62
16/04/2013,15,90,20,20,500,71
16/04/2013,15,90,20,20,500,80
16/04/2013,20,94,17,17,400,92
16/04/2013,24,68,11,14,400,101
16/04/2013,15,54,9,11,400,104
16/04/2013,24,60,10,14,300,107
16/04/2013,18,27,6,14,300,102
16/04/2013,13,36,6,18,300,96
16/04/2013,13,36,6,18,600,96
16/04/2013,107,276.5,38,49,1200,107
16/04/2013,103,248,36,48,1200,92
16/04/2013,103,248,36,48,1000,104
16/04/2013,66,131,21,37,800,102
17/04/2013,63,114,17,35,700,94
17/04/2013,63,114,17,34,700,87
17/04/2013,49,57,14,30,800,80
17/04/2013,41,49,12,23,700,88
17/04/2013,43,57,15,26,800,78
17/04/2013,45,57,17,27,800,74
17/04/2013,47,58,15,30,700,64
17/04/2013,55,62,16,42,600,48
17/04/2013,49,66,18,49,700,42
17/04/2013,49,66,18,49,600,77
17/04/2013,34,64,14,24,500,84
17/04/2013,34,65,12,26,500,87
17/04/2013,42,67,14,30,500,88
17/04/2013,41,66,14,30,600,95
17/04/2013,44,73,20,31,500,106
17/04/2013,55,73,18,30,500,118
17/04/2013,71,82,23,30,700,116
17/04/2013,70,81,22,30,800,108
17/04/2013,76,98,25,38,900,105
17/04/2013,75,100,24,39,900,99
17/04/2013,70,105,19,42,800,85
17/04/2013,44,97,10,30,500,78
17/04/2013,43,96,10,30,200,93
17/04/2013,8,98,3,2,200,93
18/04/2013,5,58,3,2,200,92
18/04/2013,10,26,4,5,200,83
18/04/2013,3,7,4,6,200,85
18/04/2013,3,7,3,6,200,85
18/04/2013,3,6,3,6,200,83
18/04/2013,5,7,6,9,200,77
18/04/2013,6,10,6,11,200,76
18/04/2013,4,14,4,14,200,73
18/04/2013,9,10,4,11,200,77
18/04/2013,3,6,3,6,200,85
18/04/2013,3,6,3,6,200,87
18/04/2013,5,10,3,5,200,92
18/04/2013,3,10,3,3,200,97
18/04/2013,3,6,3,2,200,100
18/04/2013,2,7,0.2856,1.8477,200,100.8882
18/04/2013,3,8,3,3,200,102
18/04/2013,15,16,3,4,200,104
18/04/2013,7,23,3,6,200,105
18/04/2013,5,27,3,10,200,100
18/04/2013,8,32,3,10,200,92
18/04/2013,11,38,3,16,300,81
18/04/2013,16,41,3,24,300,72
18/04/2013,16,41,3,23,400,54
18/04/2013,17,38,4,28,400,59
19/04/2013,17,31,3,22,300,65
19/04/2013,8,23,4,12,300,78
19/04/2013,32,164,10.5,33,600,44
19/04/2013,47,119,17,39,700,41
19/04/2013,42,77,19,37.5,800,38
19/04/2013,39,78,22,36,800,40
19/04/2013,37,69,21,37,700,41
19/04/2013,32,60,22,37,600,48
19/04/2013,35,67,24,42,800,46
19/04/2013,35,67,24,42,800,41
19/04/2013,61,93,30,47,800,42
19/04/2013,61,114,20,38,800,50
19/04/2013,52,39,15,22,500,78
19/04/2013,29,34,14,17,500,88
19/04/2013,47,34,15,17,500,95
19/04/2013,55,33,14,16,500,100
19/04/2013,43,44,13,16,500,103
19/04/2013,49,52,14,21,600,94
19/04/2013,45,64,12,27,600,86
19/04/2013,46,68,11,29,600,83
19/04/2013,51,65,9,36,600,66
19/04/2013,53,66,7,35,600,55
19/04/2013,61,63,5,43,600,40
19/04/2013,56,66,3,49,600,22
20/04/2013,64,65,3,49,600,19
20/04/2013,65,56,4,53,600,13
20/04/2013,70,56,3,45,600,16
20/04/2013,76,63,3,47,700,10
20/04/2013,61,63,3,28,700,20
20/04/2013,72,74,3,27,700,20
20/04/2013,72,76,3,40,800,8
20/04/2013,76,88,6,51,800,5
20/04/2013,84,92,13,53,800,11
20/04/2013,110,128,15,64,900,20
20/04/2013,98,110,15,57,800,33
20/04/2013,71,72,15,36,600,66
20/04/2013,64,77,18,34,700,83
20/04/2013,66,71,20,30,700,103
20/04/2013,131,74,15,27,700,123
20/04/2013,78,86,16,28,700,135
20/04/2013,85,85,15,24,600,140
20/04/2013,166,84,11,21,600,132
20/04/2013,60,84,9,23,600,116
20/04/2013,61,85,11,29,600,104
20/04/2013,64,103,14,39,700,83
20/04/2013,73,106,12,50,800,62
20/04/2013,75,95,11,47,800,60
20/04/2013,69,102,9,36,700,62
21/04/2013,68,100,7,28,700,62
21/04/2013,72,86,6,29,700,57
21/04/2013,63,80,6,22,700,62
21/04/2013,65,86,5,18,700,64
21/04/2013,67,77,4,25,700,55
21/04/2013,62,79,5,43,700,36
21/04/2013,71,88,6,33,700,45
21/04/2013,75,99,6,43,800,30
21/04/2013,102,111,12,50,900,29
21/04/2013,125,156,19,55,1000,36
21/04/2013,128,147,22,58,900,45
21/04/2013,126,142,20,59,900,60
21/04/2013,119,129,18,55,800,84
21/04/2013,132,149,17,78,1000,77
21/04/2013,145,157,18,67,1100,100
21/04/2013,147,152,23,45,900,128
21/04/2013,147,153,23,45,1000,128
21/04/2013,150,162,35,39,1000,124.0218
21/04/2013,152,179,42,56,1000,94.248
21/04/2013,195,216,42,70,1000,81.396
21/04/2013,182,208,42,71.2391,1000,62.5464
21/04/2013,149,159,39,57,1000,65.9736
21/04/2013,121,135,28,59,1000,57.6198
21/04/2013,108,120,23,55,1000,52
22/04/2013,95,108,22,52,900,48
22/04/2013,91,101,19,44,800,52
22/04/2013,91,103,16,43,800,47
22/04/2013,90,105,13,43,800,41
22/04/2013,91,110,11,43,800,37
22/04/2013,97,111,12,47,800,30
22/04/2013,101,118,12,46,800,26
22/04/2013,109,124,16,51,800,20
22/04/2013,115,139,23,53,900,22
22/04/2013,129,151,33,51,900,31
22/04/2013,218,159,38,48,1000,43
22/04/2013,200,168,33,55,1000,46
22/04/2013,165,184,34,66,1000,42
22/04/2013,171,186,34,68,1100,43
22/04/2013,177,195,36,72,1200,43
22/04/2013,202,207,36,73,1300,43
22/04/2013,200,228,42,59,1600,52
22/04/2013,200,228,42,59,1899,50
22/04/2013,223,249,42,70,1899,38
22/04/2013,221,232,42,66,1700,38
22/04/2013,210,217,42,65,1500,32
22/04/2013,203,205,42,69,1500,22
22/04/2013,203,203,42,67,1500,22
22/04/2013,210,177,40,49,1200,34
23/04/2013,205,172,32,68,1200,20
23/04/2013,175,181,31,79,1200,13
23/04/2013,155,130,23,49,900,31
23/04/2013,138,108,15,40,850,31.5
23/04/2013,143,110,13,38,800,32
23/04/2013,144,104,11,36,800,33
23/04/2013,151,115,14,41,900,28
23/04/2013,162,124,14,42,900,25
23/04/2013,170,140,14,42,900,22
23/04/2013,157,159,16,43,1000,20
23/04/2013,180,196,18,43,1000,22
23/04/2013,195,204,22,36,1000,37
23/04/2013,200,204,16,43,1000,41
23/04/2013,223,191,14,48,1100,38
23/04/2013,214,247,18,56,1200,39
23/04/2013,223,193,16,60,1300,41
23/04/2013,223,210,17,63,1200,50
23/04/2013,223,226,10,72,1200,39
23/04/2013,205,149,9,50,1000,47
23/04/2013,165,108,7,61,1000,34
23/04/2013,146,152,6,93,1300,4
23/04/2013,169,171,4,73,1300,9
23/04/2013,196,220,3,71,1300,5
23/04/2013,223,203,3,74,1399,2
24/04/2013,201,153,3,56,1100,11
24/04/2013,160,116,3,36,900,22
24/04/2013,148,114,3,41,1000,15
24/04/2013,121,77,3,35,900,20
24/04/2013,114,90,3,57,1000,2
24/04/2013,113,114,3,54,1300,2
24/04/2013,96,98,3,49,1200,3
24/04/2013,117,125,3,55,1399,3
24/04/2013,121,134,10,55,1200,10
24/04/2013,197,214,14,77,1300,12
24/04/2013,223,233,16,101,1300,19
24/04/2013,189,139,16,89,1100,38
24/04/2013,129.6666667,220.5,9,33,400,72
24/04/2013,70.33333333,276.5,3,16,300,89
24/04/2013,11,145,3,11,200,97
24/04/2013,11,93,3,12,200,98
24/04/2013,10,79,3,9,200,99
24/04/2013,8,69,3,8,200,93
24/04/2013,8,50,3,10,200,90
24/04/2013,8,43,3,13,200,85
24/04/2013,12,105,3,8,200,90
24/04/2013,12,85,3,7,200,93
24/04/2013,6,23,3,11,200,87
24/04/2013,11,16,3,13,200,82
25/04/2013,10,27,3,26,400,65
25/04/2013,11,30,10,22,400,68
25/04/2013,13,27,9,29,500,56
25/04/2013,13,40,5,40,400,45
25/04/2013,12,34,5,39,400,44
25/04/2013,10,33,3,39,400,44
25/04/2013,13,29,3,46,400,35
25/04/2013,13,39,3,39,400,44
25/04/2013,10,36,3,34,400,59
25/04/2013,13,32,3,16,300,81
25/04/2013,9,58,3,11,300,91
25/04/2013,5,61,3,6,200,99
25/04/2013,12,55,3,5,200,99
25/04/2013,16,44,3,4,200,101
25/04/2013,3,59,3,5,200,101
25/04/2013,9,59,3,6,200,101
25/04/2013,10,28,3,6,200,101
25/04/2013,11,32,3,7,200,101
25/04/2013,3,25,3,10,200,99
25/04/2013,6,23,3,10,200,96
25/04/2013,8,26,3,15,300,86
25/04/2013,10,23,3,20,300,78
25/04/2013,20,43,3,81,700,20
25/04/2013,28,45,3,53,500,36
26/04/2013,28,63,3,81,600,8
26/04/2013,17,41,3,77,400,10
26/04/2013,12,27,3,26,300,53
26/04/2013,14,37,3,75,300,8
26/04/2013,13,42,3,65,500,18
26/04/2013,20,51,3,70,500,9
26/04/2013,18,50,3,65,600,9
26/04/2013,21,52,3,59,700,12
26/04/2013,20,57,3,51,500,25
26/04/2013,16,45,3,44,500,43
26/04/2013,35,79,3,49,500,40
26/04/2013,29,65,11,30,400,77
26/04/2013,44,81,25,38,500,86
26/04/2013,64,112,33,64,600,77
26/04/2013,104,124,35,76,700,92
26/04/2013,89,123,37,47,700,144
26/04/2013,98,131,40,31,800,176
26/04/2013,93,122,33,32,800,176
26/04/2013,82,122,31,37,600,150
26/04/2013,86,128,36,50,700,121
26/04/2013,88,146,42,60,700,97
26/04/2013,82,136,31,44,600,102
26/04/2013,75,119,22,47,700,92
26/04/2013,62,100,19,43,700,90
27/04/2013,42,64,22,37,500,83
27/04/2013,35,63,24,42,500,69
27/04/2013,44,74,25,59,700,43
27/04/2013,47,70,26,52,600,48
27/04/2013,38,69,17,40,500,53
27/04/2013,31,61,15,28,500,55
27/04/2013,37,64,17,44,600,39
27/04/2013,38,71,21,44,700,40
27/04/2013,49,103,26,74,1000,19
27/04/2013,52,104,28,72,1100,29
27/04/2013,47,90,31,40,900,77
27/04/2013,52,70,30,29,800,101
27/04/2013,105,76,29,30,700,113
27/04/2013,74,83,29,29,700,125
27/04/2013,57,87,28,25,700,141
27/04/2013,55,99,31,29,900,145
27/04/2013,66,130,38,31,1200,147
27/04/2013,73,166,37,27,1100,173
27/04/2013,100,169,34,32,900,170
27/04/2013,78,181,27,38,800,166
27/04/2013,84,157,24,47,1000,146
27/04/2013,99,162,26,50,800,144
27/04/2013,114,139,25,57,1000,118
27/04/2013,133,143,25,61,1100,85
